1,-78.6962321,35.7273497,0.035,50.096,99,2022-06-03 17:24:03.421662,5,16
2,-78.6962321,35.7273497,0.086,50.096,99,2022-06-03 17:24:04.422283,5,16
3,-78.6962322,35.7273496,0.107,50.088,99,2022-06-03 17:24:05.423376,5,16
4,-78.6962322,35.7273497,0.11,50.024,99,2022-06-03 17:24:06.423947,5,16
5,-78.6962321,35.7273497,0.093,50.016,99,2022-06-03 17:24:07.424313,5,16
6,-78.696232,35.7273498,0.082,50.02,99,2022-06-03 17:24:08.424755,5,16
7,-78.6962319,35.7273498,0.058,50.015,99,2022-06-03 17:24:09.425279,5,16
8,-78.6962318,35.72735,0.034,50.01,99,2022-06-03 17:24:10.426009,5,16
9,-78.6962318,35.7273501,0.018,49.61,99,2022-06-03 17:24:11.427136,5,16
10,-78.6962334,35.7273501,0.286,48.844,99,2022-06-03 17:24:12.427650,5,16
11,-78.6962344,35.7273493,1.829,48.945,98,2022-06-03 17:24:13.428617,5,16
12,-78.6962338,35.7273498,3.827,48.987,98,2022-06-03 17:24:14.429157,5,16
13,-78.6962324,35.7273501,5.987,48.89,98,2022-06-03 17:24:15.429838,5,16
14,-78.6962322,35.7273502,8.219,48.865,98,2022-06-03 17:24:16.430284,5,16
15,-78.6962324,35.72735,10.535,48.786,98,2022-06-03 17:24:17.431244,5,16
16,-78.6962309,35.7273501,12.952,48.795,98,2022-06-03 17:24:18.431589,5,16
17,-78.6962305,35.7273499,15.401,48.74,98,2022-06-03 17:24:19.432592,5,16
18,-78.6962319,35.7273498,17.813,48.649,98,2022-06-03 17:24:20.433030,5,16
19,-78.6962325,35.7273494,20.305,48.666,98,2022-06-03 17:24:21.433203,5,16
20,-78.6962325,35.7273496,22.608,48.799,98,2022-06-03 17:24:22.433597,5,16
21,-78.696232,35.7273498,24.055,48.884,98,2022-06-03 17:24:23.434378,5,16
22,-78.6962319,35.7273504,24.626,48.847,98,2022-06-03 17:24:24.434900,5,16
23,-78.6962319,35.7273496,24.845,48.79,98,2022-06-03 17:24:25.436092,5,16
24,-78.6962315,35.7273495,24.932,48.784,98,2022-06-03 17:24:26.436944,5,16
25,-78.6962313,35.7273497,24.967,48.747,98,2022-06-03 17:24:27.438135,5,16
26,-78.6962311,35.72735,24.994,48.764,98,2022-06-03 17:24:28.438975,5,16
27,-78.6962329,35.7273517,24.996,48.675,98,2022-06-03 17:24:29.439938,5,16
28,-78.6962397,35.72736,25.006,48.661,98,2022-06-03 17:24:30.440241,5,16
29,-78.6962512,35.7273753,24.993,48.603,98,2022-06-03 17:24:31.441165,5,16
30,-78.6962686,35.7273972,25.007,48.58,98,2022-06-03 17:24:32.442209,5,16
31,-78.6962939,35.727426,25.019,48.588,98,2022-06-03 17:24:33.443039,5,16
32,-78.6963248,35.7274636,25.022,48.548,98,2022-06-03 17:24:34.443721,5,16
33,-78.6963616,35.7275078,25.019,48.556,98,2022-06-03 17:24:35.444867,5,16
34,-78.6964014,35.727557,25.026,48.448,98,2022-06-03 17:24:36.445807,5,16
35,-78.6964437,35.72761,25.03,48.614,98,2022-06-03 17:24:37.446956,5,16
36,-78.6964881,35.7276662,25.024,48.451,98,2022-06-03 17:24:38.447187,5,16
37,-78.6965341,35.7277245,25.029,48.536,98,2022-06-03 17:24:39.447421,5,16
38,-78.6965817,35.7277852,25.042,48.602,97,2022-06-03 17:24:40.448245,5,16
39,-78.6966305,35.7278483,25.062,48.485,97,2022-06-03 17:24:41.449526,5,16
40,-78.696681,35.7279126,25.044,48.446,97,2022-06-03 17:24:42.451146,5,16
41,-78.6967323,35.727978,25.069,48.712,97,2022-06-03 17:24:43.451853,5,16
42,-78.6967836,35.7280425,25.091,48.606,97,2022-06-03 17:24:44.452387,5,16
43,-78.6968327,35.7281039,25.01,48.503,97,2022-06-03 17:24:45.453021,5,16
44,-78.6968772,35.7281606,25.043,48.618,97,2022-06-03 17:24:46.453914,5,16
45,-78.6969181,35.7282112,25.048,48.614,97,2022-06-03 17:24:47.454399,5,16
46,-78.6969533,35.7282537,25.033,48.526,97,2022-06-03 17:24:48.455405,5,16
47,-78.6969804,35.7282888,25.009,48.548,97,2022-06-03 17:24:49.456131,5,16
48,-78.6970008,35.7283165,25.008,48.451,97,2022-06-03 17:24:50.456787,5,16
49,-78.6970154,35.7283356,25.027,48.454,97,2022-06-03 17:24:51.457539,5,16
50,-78.6970238,35.7283466,25.008,48.442,97,2022-06-03 17:24:52.459154,5,16
51,-78.6970277,35.72835,25.016,48.416,97,2022-06-03 17:24:53.460307,5,16
52,-78.697029,35.7283503,25.015,48.402,97,2022-06-03 17:24:54.461445,5,16
53,-78.6970298,35.7283501,25.014,48.362,97,2022-06-03 17:24:55.462348,5,16
54,-78.6970371,35.7283501,25.019,48.384,97,2022-06-03 17:24:56.462718,5,16
55,-78.6970532,35.7283496,25.025,48.313,97,2022-06-03 17:24:57.462916,5,16
56,-78.6970804,35.728348,25.021,48.376,97,2022-06-03 17:24:58.463488,5,16
57,-78.6971191,35.7283473,25.018,48.319,97,2022-06-03 17:24:59.463720,5,16
58,-78.6971675,35.7283472,25.03,48.292,97,2022-06-03 17:25:00.464026,5,16
59,-78.6972267,35.7283481,25.02,48.499,97,2022-06-03 17:25:01.464396,5,16
60,-78.6972956,35.7283487,25.026,48.442,97,2022-06-03 17:25:02.465025,5,16
