1,-78.6962435,35.7273541,0.046,50.279,99,2022-06-03 16:16:02.103852,5,17
2,-78.6962434,35.7273539,0.083,50.271,99,2022-06-03 16:16:03.104128,5,17
3,-78.6962431,35.7273537,0.103,50.268,99,2022-06-03 16:16:04.105363,5,17
4,-78.6962428,35.7273534,0.136,50.153,99,2022-06-03 16:16:05.106219,5,17
5,-78.6962426,35.7273533,0.144,50.187,99,2022-06-03 16:16:06.106793,5,17
6,-78.6962424,35.7273532,0.14,50.185,99,2022-06-03 16:16:07.107102,5,17
7,-78.6962425,35.7273531,0.126,50.174,99,2022-06-03 16:16:08.107724,5,17
8,-78.6962423,35.727353,0.115,50.171,99,2022-06-03 16:16:09.108286,5,17
9,-78.6962422,35.7273529,0.098,49.742,99,2022-06-03 16:16:10.108554,5,17
10,-78.6962434,35.7273524,0.39,48.885,99,2022-06-03 16:16:11.108651,5,17
11,-78.6962448,35.7273509,1.889,48.894,99,2022-06-03 16:16:12.108734,5,17
12,-78.6962446,35.7273508,3.877,48.778,99,2022-06-03 16:16:13.110479,5,17
13,-78.6962433,35.7273525,6.061,48.795,99,2022-06-03 16:16:14.110698,5,17
14,-78.6962424,35.7273536,8.336,48.761,99,2022-06-03 16:16:15.111406,5,17
15,-78.696242,35.7273542,10.666,48.73,99,2022-06-03 16:16:16.112448,5,17
16,-78.6962414,35.7273539,13.025,48.543,99,2022-06-03 16:16:17.112897,5,17
17,-78.6962417,35.7273536,15.468,48.562,99,2022-06-03 16:16:18.113174,5,17
18,-78.6962415,35.7273537,17.938,48.499,98,2022-06-03 16:16:19.113392,5,17
19,-78.696242,35.7273537,20.373,48.461,98,2022-06-03 16:16:20.113677,5,17
20,-78.6962425,35.7273533,22.647,48.592,98,2022-06-03 16:16:21.113757,5,17
21,-78.696242,35.7273534,24.049,48.66,98,2022-06-03 16:16:22.115044,5,17
22,-78.6962415,35.7273535,24.642,48.556,98,2022-06-03 16:16:23.116205,5,17
23,-78.6962413,35.7273532,24.859,48.516,98,2022-06-03 16:16:24.116776,5,17
24,-78.6962414,35.727353,24.966,48.548,98,2022-06-03 16:16:25.117781,5,17
25,-78.6962417,35.7273531,25.019,48.516,98,2022-06-03 16:16:26.118780,5,17
26,-78.6962415,35.7273534,25.039,48.442,98,2022-06-03 16:16:27.119791,5,17
27,-78.6962427,35.7273552,25.041,48.355,98,2022-06-03 16:16:28.120704,5,17
28,-78.6962505,35.7273632,25.041,48.375,98,2022-06-03 16:16:29.121621,5,17
29,-78.6962624,35.7273788,25.035,48.219,98,2022-06-03 16:16:30.122205,5,17
30,-78.6962795,35.7274021,25.068,48.344,98,2022-06-03 16:16:31.122936,5,17
31,-78.6963052,35.7274322,25.063,48.31,98,2022-06-03 16:16:32.124212,5,17
32,-78.696337,35.7274696,25.09,48.618,98,2022-06-03 16:16:33.125392,5,17
33,-78.6963726,35.7275128,25.065,48.47,98,2022-06-03 16:16:34.126040,5,17
34,-78.6964115,35.7275611,25.068,48.605,98,2022-06-03 16:16:35.127130,5,17
35,-78.6964524,35.7276135,25.073,48.609,98,2022-06-03 16:16:36.127306,5,17
36,-78.6964952,35.7276687,25.079,48.508,98,2022-06-03 16:16:37.127939,5,17
37,-78.6965415,35.7277274,25.093,48.718,98,2022-06-03 16:16:38.129059,5,17
38,-78.6965892,35.7277891,25.074,48.47,98,2022-06-03 16:16:39.129334,5,17
39,-78.6966327,35.7278507,24.988,48.569,98,2022-06-03 16:16:40.130324,5,17
40,-78.6966828,35.7279145,25.026,48.531,98,2022-06-03 16:16:41.132129,5,17
41,-78.6967344,35.7279793,25.029,48.444,98,2022-06-03 16:16:42.132873,5,17
42,-78.6967852,35.7280434,25.07,48.307,98,2022-06-03 16:16:43.133609,5,17
43,-78.6968343,35.7281055,25.079,48.392,98,2022-06-03 16:16:44.134183,5,17
44,-78.6968796,35.728163,25.069,48.312,98,2022-06-03 16:16:45.135278,5,17
45,-78.6969193,35.7282144,25.077,48.591,98,2022-06-03 16:16:46.135857,5,17
46,-78.6969535,35.7282575,25.039,48.479,97,2022-06-03 16:16:47.136934,5,17
47,-78.6969806,35.7282918,25.022,48.56,97,2022-06-03 16:16:48.138462,5,17
48,-78.6970009,35.728318,25.043,48.577,97,2022-06-03 16:16:49.140155,5,17
49,-78.6970155,35.7283361,25.025,48.476,97,2022-06-03 16:16:50.140311,5,17
50,-78.6970245,35.7283459,25.009,48.484,97,2022-06-03 16:16:51.142821,5,17
51,-78.6970279,35.7283481,24.98,48.392,97,2022-06-03 16:16:52.143998,5,17
52,-78.6970279,35.7283489,24.995,48.379,97,2022-06-03 16:16:53.144926,5,17
53,-78.6970287,35.7283496,25.003,48.342,97,2022-06-03 16:16:54.146383,5,17
54,-78.6970368,35.7283498,24.996,48.208,97,2022-06-03 16:16:55.147178,5,17
55,-78.6970555,35.7283495,25.008,48.146,97,2022-06-03 16:16:56.148256,5,17
56,-78.6970859,35.7283467,25.035,48.375,97,2022-06-03 16:16:57.148567,5,17
57,-78.6971262,35.7283457,25.084,48.517,97,2022-06-03 16:16:58.149421,5,17
58,-78.6971752,35.7283485,25.03,48.367,97,2022-06-03 16:16:59.149831,5,17
59,-78.6972516,35.7283508,24.996,48.26,97,2022-06-03 16:17:00.150730,5,17
60,-78.697322,35.7283504,25.017,48.277,97,2022-06-03 16:17:01.151154,5,17
61,-78.6973982,35.7283492,24.983,48.068,97,2022-06-03 16:17:02.152162,5,17
62,-78.6974792,35.728348,24.984,48.175,97,2022-06-03 16:17:03.153261,5,17
63,-78.6975644,35.7283472,24.978,48.12,97,2022-06-03 16:17:04.154068,5,17
